연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,3.3
60~69세,7.4,7.8
50~59세,8.5,9.0
40~49세,9.4,9.1
30~39세,7.4,8.0
20~29세,7.3,8.2
10~19세,5.4,4.1
