연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,2.1
60~69세,12.1,7.0
50~59세,14.5,10.3
40~49세,12.9,6.9
30~39세,9.4,6.1
20~29세,6.7,4.0
10~19세,2.1,1.7
