연령대,남성방문 비율,여성방문 비율
70세 이상,1.7,2.3
60~69세,6.7,8.5
50~59세,9.0,15.7
40~49세,6.8,10.0
30~39세,8.0,10.3
20~29세,5.9,10.5
10~19세,1.5,2.0
