동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
594,2085,기타가족,동생_오빠_가족,자연경관,바다_전망대_섬,바람의언덕
47,1652,부모님,아빠_아버님_어머님,미식,수박_물회_컵라면,바람의언덕
45,97,연인,연인_커플_남자친구,레포츠/운동,수영장_산행_낚시,바람의언덕
20,60,배우자,신랑_와이프_남편,휴식/힐링,힐링_나들이_피크닉,바람의언덕
5,56,회사동료,대리_직원_사원,역사유적,다리_정자_포로수용소,바람의언덕
5,35,자녀,딸_아들_큰아들,문화예술,노래방_전시관_박물관,바람의언덕
4,2,친구,친구_지인,반려동물,애견,바람의언덕
3,0,싱글,혼자,,,바람의언덕
