순위,관광지명,주소,분류,현지인 검색 수
1,수선사,경남 산청군 웅석봉로154번길 102-23,종교성지,1384
2,동의보감촌,경남 산청군 동의보감로555번길 45-6,기타관광,1367
3,남사예담촌,경남 산청군 지리산대로2897번길 10-0,역사유적지,790
4,지리산국립공원중산리탐방안내소,경남 산청군 지리산대로 345-0,기타관광,692
5,대원사,경남 산청군 대원사길 445-0,종교성지,637
6,산청양수발전소전력홍보관,경남 산청군 지리산대로1088번길 20-18,전시시설,488
7,산청생초국제조각공원꽃잔디축제,경남 산청군 산수로 1064-0,기타문화관광지,453
8,정취암,경남 산청군 둔철산로 675-87,종교성지,402
9,경호강그린캠프,경남 산청군 목화로474번길 14-5,캠핑,254
10,황매산영화주제공원,경남 산청군,도시공원,225
11,산청한방가족호텔,경남 산청군 동의보감로479번길 43-0,호텔,222
11,성철대종사생가,경남 산청군 성철로 125-0,역사유적지,222
13,산청황매산미리내파크오토캠핑장,경남 산청군 황매산로1138번길 215-0,캠핑,214
14,대한호국불교소림선종대명사,경남 산청군 강누방목로 435-0,종교성지,202
15,MG새마을금고역사관,경남 산청군 친환경로 2742-26,전시시설,172
15,무릉교,경남 산청군 동의보감로555번길 61-0,기타관광,172
17,더예감스테이,경남 산청군 호암로 702-19,캠핑,158
18,한방테마공원,경남 산청군 동의보감로555번길 61-0,도시공원,155
19,경호강캠핑장,경남 산청군,캠핑,139
19,산청지막계곡캠핑장,경남 산청군,캠핑,139
21,덕산시장,경남 산청군 남명로 188-5,시장,137
22,산청둘레길오토캠핑장,경남 산청군,캠핑,135
23,대원사계곡,경남 산청군,자연경관(산),124
24,겁외사,경남 산청군 성철로 125-0,종교성지,123
25,지리산대경,경남 산청군 지리산대로 855-0,펜션/민박,118
26,삼장다목적캠핑장,경남 산청군,캠핑,116
27,원지할인마트,경남 산청군 지리산대로 3472-0,기타쇼핑시설,112
28,지리산내원자동차야영장,경남 산청군,캠핑,111
29,덕산사,경남 산청군 대하내원로 256-0,종교성지,92
30,대포숲캠핑장,경남 산청군,캠핑,91
31,W글램핑,경남 산청군 웅석봉로285번길 80-20,캠핑,90
32,든해솔계곡캠핑장,경남 산청군 정곡척지로475번길 0-0,캠핑,89
