업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,5.5739599E7
쇼핑업,레저용품쇼핑,1.393442183E9
쇼핑업,대형쇼핑몰,3.59077021E9
숙박업,기타숙박,1.055677628E9
숙박업,호텔,980000.0
식음료업,식음료,4.6184957925E10
여가서비스업,관광유원시설,1.606563E8
여가서비스업,골프장,9.64621215E8
여가서비스업,기타레저,5.4420408E8
여가서비스업,문화서비스,8.761805E7
여행업,여행업,1050000.0
운송업,렌터카,5.66545E7
운송업,육상운송,6600000.0
