동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
2895,10151,친구,친구_동창_지인,미식,맛집_바나나_식당
925,7366,연인,애인_커플_예비신부,레포츠/운동,낚시_캠핑_헬스장
316,1081,자녀,아들_딸_워킹맘,문화예술,노래방_서점_클럽
185,394,기타가족,엄마_가정_패밀리,자연경관,공원_정원_바다
118,334,학생,고딩_대학생_초등학생,반려동물,애견_애견미용_소형견
116,38,회사동료,대리_차장_직원,역사유적,교회_성당_한옥마을
113,38,부모님,부모님_시아버지_아빠,휴식/힐링,테라피_재충전_신혼여행
12,8,싱글,싱글_혼자,체험,수학여행_시티투어
7,0,배우자,신부_부인_신랑,,
