동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1058,40963,부모님,친정아버지_아비_아빠,미식,맛집_잼_찜닭
939,1353,연인,애인_남친_여자친구,레포츠/운동,캠핑_낚시_태권도장
596,765,학생,고딩_고등학생_대학생,문화예술,노래방_공장_문화센타
593,407,회사동료,차장_사원_대리,자연경관,바다_바닷가_해수욕장
534,386,친구,친구_지인_동창,반려동물,애견_길냥이_애견미용
441,79,기타가족,장모_패밀리_자매,역사유적,교회_다리_정자
214,27,자녀,아들_학생_딸,휴식/힐링,피크닉_호캉스_힐링
134,5,싱글,혼자_독신_싱글,체험,수학여행_템플스테이_쿠킹클래스
41,0,배우자,아내_마누라_신랑,,
