연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,3.7
60~69세,7.6,7.3
50~59세,9.8,11.2
40~49세,8.5,6.8
30~39세,10.2,8.2
20~29세,9.5,8.5
10~19세,2.2,2.0
