동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
1,20,부모님,할머니,미식,맛집_삼겹살_가리비,군포역전시장
1,4,친구,친구,문화예술,미술관_국립박물관_박물관,군포역전시장
1,3,기타가족,동생,자연경관,갯벌_산,군포역전시장
1,0,자녀,아들,,,군포역전시장
