연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,2.2
60~69세,11.3,6.7
50~59세,14.6,8.8
40~49세,13.8,6.4
30~39세,9.9,4.4
20~29세,11.1,3.4
10~19세,2.0,1.2
