연령대,남성방문 비율,여성방문 비율
70세 이상,1.3,1.2
60~69세,3.9,3.9
50~59세,6.3,7.0
40~49세,9.6,9.4
30~39세,11.1,12.9
20~29세,10.5,15.7
10~19세,2.7,2.9
