기준연월,지역명,검색량(건)
202108,서울특별시 서초구 ,606
202109,서울특별시 서초구 ,935
202110,서울특별시 서초구 ,867
202111,서울특별시 서초구 ,1110
202112,서울특별시 서초구 ,203
202201,서울특별시 서초구 ,196
202202,서울특별시 서초구 ,151
202203,서울특별시 서초구 ,19
202204,서울특별시 서초구 ,87
202205,서울특별시 서초구 ,532
202206,서울특별시 서초구 ,567
202207,서울특별시 서초구 ,439
