순위,업소명,주소,분류,합산 검색 수
1,북항회센터,전남 목포시 북항로 190-0,외국식,20818
2,코롬방제과점,전남 목포시 영산로75번길 7-0,간이음식,18396
3,대반동201,전남 목포시 해양대학로 59-0,카페/찻집,17163
4,독천식당,전남 목포시 호남로64번길 3-1,외국식,12718
5,씨엘비베이커리명륜동본점,전남 목포시 영산로75번길 14-0,간이음식,12552
6,스타벅스목포북항DT점,전남 목포시 고하대로 694-0,카페/찻집,11450
7,하당먹거리,전남 목포시 신흥로 98-0,외국식,11318
8,장터본점,전남 목포시 영산로40번길 23-0,한식,10091
9,독천골,전남 목포시 미항로 197-0,외국식,8729
10,영란횟집,전남 목포시 번화로 42-1,외국식,8720
11,해촌,전남 목포시 미항로 133-0,외국식,7561
12,맥도날드목포하당DT점,전남 목포시 통일대로 88-0,간이음식,7116
13,스타벅스목포평화광장점,전남 목포시 미항로 137-0,카페/찻집,6512
14,조선쫄복탕,전남 목포시 해안로 115-0,외국식,6181
15,스타벅스목포터미널DT점,전남 목포시 영산로 495-0,카페/찻집,5902
16,카페델마르,전남 목포시 해양대학로 77-0,카페/찻집,5545
17,맥도날드목포석현DT점,전남 목포시 영산로 577-0,간이음식,5129
18,송학낙지회관,전남 목포시 하당로30번길 9-0,외국식,4993
19,뜰채낙지전문점,전남 목포시 해양대학로 229-0,외국식,4793
20,인동주마을,전남 목포시 복산길12번길 5-0,한식,4788
21,커피창고로,전남 목포시 평화로 51-0,카페/찻집,4645
22,성식당,전남 목포시 수강로4번길 6-0,한식,4516
23,쿠우쿠우목포점,전남 목포시 남악로 22-14,외국식,4448
24,명인집본점,전남 목포시 하당로30번길 14-0,한식,4266
25,해빔목포본점,전남 목포시 미항로 83-0,외국식,4085
26,선경준치회집,전남 목포시 해안로57번길 2-0,외국식,4035
27,태동중화요리[중식],전남 목포시 마인계터로40번길 10-1,외국식,3944
28,포미아구찜평화광장점,전남 목포시 평화로 53-3,한식,3897
29,미락,전남 목포시 백년대로231번길 12-0,외국식,3687
30,돌집[한식],전남 목포시 번화로 67-0,한식,3650
31,장터하당점,전남 목포시 통일대로75번길 25-0,외국식,3418
32,목포항구포차,전남 목포시 삼학로92번길 104-0,기타음식,3398
33,소래기,전남 목포시 미항로 81-0,한식,3164
34,초원음식점,전남 목포시 영산로 42-0,한식,3159
35,해남해장국,전남 목포시 삼학로18번길 2-2,한식,3136
36,곰집갈비,전남 목포시 호남로58번길 14-0,한식,3118
37,포미아구찜,전남 목포시 용당로331번길 8-0,한식,3109
38,버거킹목포하당점,전남 목포시 비파로 50-0,간이음식,3022
39,장터본점,전남 목포시 영산로40번길 23-0,외국식,3018
40,장수옥설렁탕목포본점,전남 목포시 삼향천로 4-0,한식,2982
41,우정식육식당,전남 목포시 신흥로69번길 18-1,한식,2821
42,파스쿠찌목포해상케이블카유달산점,전남 목포시 해양대학로 240-0,카페/찻집,2811
43,김정림선지해장국,전남 목포시 번화로 41-3,한식,2739
44,남경회관[한식],전남 목포시 하당로68번길 19-1,한식,2733
45,명인집근대역사관점,전남 목포시 해안로173번길 45-0,한식,2560
46,어나더키친목포점,전남 목포시 평화로 124-0,외국식,2553
47,상무초밥목포직영점,전남 목포시 원형동로 53-0,외국식,2525
48,남도랑,전남 목포시 옥암로54번길 5-0,한식,2479
49,아리랑한식,전남 목포시 대양산단로 82-0,외국식,2317
50,1965원조제일돌곱창,전남 목포시 해안로173번길 28-0,외국식,2268
51,SUBWAY목포상동점,전남 목포시 백년대로 342-0,간이음식,2225
52,레이디벅스목포점,전남 목포시 남악2로9번길 3-6,카페/찻집,2192
53,만선식당,전남 목포시 서산로 2-0,한식,2166
54,스타벅스목포하당점,전남 목포시 백년대로 293-0,카페/찻집,2144
55,금성칡냉면,전남 목포시 옥암로 109-0,한식,2127
56,스타벅스목포옥암점,전남 목포시 백년대로375번길 1-0,카페/찻집,2086
57,명신식당,전남 목포시 영산로40번길 10-0,한식,2078
58,중화루[중식],전남 목포시 영산로75번길 6-0,외국식,1981
59,갯내음,전남 목포시 신흥로59번길 11-0,외국식,1969
60,커피창고로,전남 목포시 청호로219번길 34-15,카페/찻집,1968
61,선미식당,전남 목포시 남해로 35-2,한식,1967
62,소담,전남 목포시 원형동로 50-2,한식,1922
63,원조유달콩물본점,전남 목포시 호남로58번길 23-1,한식,1920
64,포미아구찜하당점,전남 목포시 옥암로 168-6,한식,1915
65,백두천지,전남 목포시 옥암로 33-0,한식,1888
66,동경일식,전남 목포시 남악2로 60-8,외국식,1829
67,커피파나쉐,전남 목포시 고하도안길 234-0,카페/찻집,1772
68,목포항회센터,전남 목포시 해안로 209-1,외국식,1715
69,남도아리랑,전남 목포시 영산로40번길 21-0,한식,1702
70,등대식육식당,전남 목포시 산대로 78-0,한식,1675
71,녹색한우프라자,전남 목포시 남악로 113-0,한식,1653
72,오거리[한식],전남 목포시 해안로249번길 42-0,한식,1553
73,명륜진사갈비목포하당점,전남 목포시 장미로 74-0,한식,1494
74,김근호해물한정식[한식],전남 목포시 정의로 4-3,한식,1472
75,서울분식,전남 목포시 삼일로 51-2,간이음식,1430
75,은지네해장국,전남 목포시 삼학로18번길 2-1,한식,1430
77,마지아레스토,전남 목포시 유달로97번길 2-0,외국식,1422
78,한미르[한식],전남 목포시 유달로 112-0,한식,1399
79,형제꼬막짬뽕[중식],전남 목포시 원산중앙로 59-0,외국식,1377
80,쑥꿀레본점,전남 목포시 영산로59번길 43-1,한식,1359
81,유달산주차장식당,전남 목포시 섶나루길 68-0,한식,1351
82,신비포차,전남 목포시 해안로 2-0,한식,1300
83,덕인홍어집,전남 목포시 영산로73번길 1-1,외국식,1273
83,예향정하당점,전남 목포시 통일대로 63-0,한식,1273
85,카페닻,전남 목포시 해양대학로139번길 23-1,카페/찻집,1229
86,송옥정,전남 목포시 평화로 104-0,한식,1216
87,대게나라목포점,전남 목포시 미항로 191-3,외국식,1204
88,비스트로로지,전남 목포시 차범석길35번길 21-0,외국식,1163
89,화덕고깃간목포점,전남 목포시 옥암로 75-0,한식,1157
90,안골정,전남 목포시 번화로 41-5,한식,1129
91,유성횟집,전남 목포시 북항로 190-0,외국식,1108
92,베네치아목포하당점,전남 목포시 옥암로 95-0,외국식,1077
93,능소화,전남 목포시 영산로 19-1,외국식,1070
94,송미네밥상,전남 목포시 원형서로 46-0,한식,1066
95,율석수산,전남 목포시 북항로 186-1,외국식,1044
96,전주현대옥목포하당점,전남 목포시 평화로101번길 11-0,한식,1020
97,신화수산,전남 목포시 비파로 9-0,외국식,1007
98,투썸플레이스목포하당점,전남 목포시 통일대로 66-0,카페/찻집,1003
99,영암떡갈비,전남 목포시 수문로35번길 1-0,한식,974
100,홍익돈까스목포점,전남 목포시 원형로 31-0,외국식,970
