동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
33,1338,기타가족,이모_동생_오빠,자연경관,해변_산책로_바다,해운대동백섬
15,657,친구,친구_지인,미식,맥주_카페_볶음밥,해운대동백섬
9,40,배우자,남편,레포츠/운동,레저_수영장_놀이터,해운대동백섬
7,29,자녀,자식_자녀,휴식/힐링,호캉스_힐링_요트투어,해운대동백섬
6,27,연인,여자친구_커플,역사유적,다리_성당_정자,해운대동백섬
6,18,부모님,아빠_아버지_엄빠,문화예술,광장_아쿠아리움_공연장,해운대동백섬
1,1,회사동료,직원,반려동물,길고양이,해운대동백섬
1,0,싱글,혼자,,,해운대동백섬
