동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
48,1044,부모님,할머니_아빠_할아버지,미식,냉면_떡볶이_막국수,아차산
41,544,친구,친구_베프_지인,레포츠/운동,등산_헬스장_산행,아차산
31,525,기타가족,오빠_이모_엄마,자연경관,산_정원_둘레길,아차산
14,37,연인,커플_연인_남자친구,문화예술,광장_공방_동물원,아차산
5,27,싱글,혼자,휴식/힐링,호캉스_재충전_나들이,아차산
4,16,자녀,아들_청소년,역사유적,유적지_다리_정자,아차산
2,13,배우자,신랑_남편,반려동물,애견_동물,아차산
1,0,회사동료,부장,,,아차산
1,0,학생,대학생,,,아차산
