기준연월,지역명,검색량(건)
202108,경기도 연천군 ,915
202109,경기도 연천군 ,1849
202110,경기도 연천군 ,1899
202111,경기도 연천군 ,1680
202112,경기도 연천군 ,323
202201,경기도 연천군 ,217
202202,경기도 연천군 ,231
202203,경기도 연천군 ,275
202204,경기도 연천군 ,161
202205,경기도 연천군 ,335
202206,경기도 연천군 ,303
202207,경기도 연천군 ,152
