기준연월,지역명,검색량(건)
202108,전라북도 임실군 ,701
202109,전라북도 임실군 ,652
202110,전라북도 임실군 ,839
202111,전라북도 임실군 ,762
202112,전라북도 임실군 ,1209
202201,전라북도 임실군 ,143
202202,전라북도 임실군 ,52
202203,전라북도 임실군 ,59
202204,전라북도 임실군 ,173
202205,전라북도 임실군 ,446
202206,전라북도 임실군 ,661
202207,전라북도 임실군 ,537
