순위,업소명,주소,분류,합산 검색 수
1,옥정호산장,전북 임실군 운정길 7-0,한식,11385
2,애뜨락,전북 임실군 운정길 70-20,카페/찻집,8330
3,미텐발트,전북 임실군 종운로 802-18,카페/찻집,4861
4,옥쭹가든,전북 임실군 국사봉로 10-0,카페/찻집,4288
5,상록수,전북 임실군 운정길 29-0,한식,3295
6,강남쌈밥,전북 임실군 강운로 1175-20,한식,2484
7,그랑게,전북 임실군 종운로 760-0,카페/찻집,2378
8,하루,전북 임실군 강운로 1175-13,카페/찻집,1696
9,코티지683,전북 임실군 운암2길 9-0,카페/찻집,1609
10,강나루횟집,전북 임실군 종운로 802-5,외국식,1596
11,카페사선,전북 임실군 사선2길 46-25,카페/찻집,1564
12,이즈피자,전북 임실군 중동로 35-0,간이음식,1377
13,붕어섬,전북 임실군 구이로 8-0,한식,1230
14,초원장,전북 임실군 사선2길 46-14,한식,1226
15,사선대해물칼국수,전북 임실군 사선2길 46-10,한식,1100
16,국사봉전망대,전북 임실군 국사봉로 512-0,기타음식,1034
17,미스티,전북 임실군 종운로 772-0,카페/찻집,923
18,포레드노드,전북 임실군 사선2길 46-25,카페/찻집,912
19,오스하우스,전북 임실군 구이로 28-0,카페/찻집,616
20,우유일기,전북 임실군 치즈마을길 193-0,카페/찻집,601
21,오수수산,전북 임실군 춘향로 1934-0,외국식,595
22,운암5호,전북 임실군 종운로 802-19,한식,584
23,카페고투비밀의정원,전북 임실군 구이로 12-0,카페/찻집,551
24,산들미향,전북 임실군 치즈마을1길 33-0,한식,550
25,치즈온,전북 임실군 치즈마을길 142-23,간이음식,498
26,구암산장,전북 임실군 입석1길 58-0,한식,433
27,호수정,전북 임실군 사선2길 46-12,한식,402
28,파리바게뜨전북임실점,전북 임실군 운수로 25-0,간이음식,389
29,행운집,전북 임실군 호국로 14-12,한식,386
30,대만원[중식],전북 임실군 봉황로 152-0,외국식,379
31,브리즈,전북 임실군 강운로 1208-21,카페/찻집,367
32,운암회관,전북 임실군 종운로 802-12,한식,352
33,강나루식당,전북 임실군 춘향로 3337-0,한식,342
34,섬진강,전북 임실군 강운로 145-0,한식,330
35,서양집,전북 임실군 운수로 33-18,외국식,324
36,원동산식당본점 [한식],전북 임실군 오수3길 11-0,한식,308
37,천담집,전북 임실군 강동로 1330-0,한식,303
38,청웅분식,전북 임실군 청웅로 149-0,간이음식,288
39,이도냉면 숯불갈비,전북 임실군 호국로 1716-4,한식,270
40,상운암전주식당본점,전북 임실군 임운로 1875-4,한식,267
41,성원회관,전북 임실군 호국로 44-1,한식,265
42,대원기사식당,전북 임실군 사선로 83-0,한식,263
43,성심회관,전북 임실군,한식,243
43,임실N치즈피자임실점,전북 임실군 봉황로 183-0,간이음식,243
45,갈마가든,전북 임실군 호국로 1880-5,한식,240
46,화덕쿡,전북 임실군 도인2길 50-0,간이음식,224
47,삼성반점[중식],전북 임실군 사선1길 17-0,외국식,220
48,여무누리 한우&치즈,전북 임실군 치즈마을2길 36-3,한식,208
49,이디야커피전북임실점,전북 임실군 운수로 19-0,카페/찻집,206
50,시골밥상,전북 임실군 중동2길 10-0,한식,197
51,naivecat,전북 임실군 운수로 33-17,카페/찻집,192
51,보름달[한식],전북 임실군 봉황로 130-0,한식,192
53,도봉집,전북 임실군 운수로 26-0,한식,191
54,수곡산장,전북 임실군 용수2길 135-7,한식,184
55,현대옥임실점,전북 임실군 운수로 56-0,한식,172
56,초원식당,전북 임실군 운수로 26-0,한식,166
57,황금코다리임실점,전북 임실군 호국로 1630-20,한식,164
58,불재참숯,전북 임실군 불재로 661-0,한식,159
59,옥정호풍차,전북 임실군,외국식,158
60,슬치백산식당,전북 임실군 춘향로 3732-0,한식,157
61,임실본가갈비탕,전북 임실군 춘향로 3007-0,한식,143
61,청정임실성미당,전북 임실군 중동로 16-0,한식,143
63,물레방아,전북 임실군 월평서길 7-24,한식,133
64,롯데리아임실점,전북 임실군 운수로 19-0,간이음식,131
64,시골집,전북 임실군 청운로 6-0,한식,131
66,샘골 가마솥설렁탕,전북 임실군 필봉굿길 47-16,한식,129
66,숲속의집,전북 임실군 종운로 951-10,한식,129
68,장안집[한식],전북 임실군 오수로 140-9,한식,125
69,임실옥,전북 임실군 중동로 6-1,한식,104
70,청수골냉면,전북 임실군,한식,102
71,사선각[중식],전북 임실군 춘향로 3474-0,외국식,100
72,배스킨라빈스전북임실점,전북 임실군 운수로 50-0,간이음식,98
73,명륜진사갈비전북임실점,전북 임실군 오수7길 60-1,한식,95
74,카페오수,전북 임실군 오수2길 55-1,카페/찻집,85
75,오수장어구이,전북 임실군 삼일로 11-0,외국식,74
76,꼬앙꼬앙,전북 임실군 봉황11길 116-0,카페/찻집,73
77,대영회관,전북 임실군 오수로 136-10,한식,71
78,성수산가든,전북 임실군 성수산길 309-10,한식,70
79,수궁반점[중식],전북 임실군,외국식,66
80,개미집,전북 임실군 운수로 26-0,한식,62
80,카페마루,전북 임실군 종운로 795-0,카페/찻집,62
82,장자골가든,전북 임실군 운정길 91-3,한식,61
82,황금성[중식],전북 임실군 봉황로 183-1,외국식,61
82,흥용각[중식],전북 임실군 봉황11길 66-0,외국식,61
85,임실닭갈비,전북 임실군 봉황8길 26-0,외국식,56
85,토프레소오수효진점,전북 임실군 오수7길 60-1,카페/찻집,56
87,길손식당,전북 임실군 오수로 177-0,한식,51
88,섬진강두부마을,전북 임실군 인덕로 1164-0,외국식,50
89,청호정,전북 임실군 구이로 70-31,한식,48
90,일송정가든,전북 임실군 강운로 1233-0,한식,47
91,커피다오,전북 임실군 봉황11길 102-0,카페/찻집,46
92,카페산책,전북 임실군 사선2길 46-24,카페/찻집,41
93,노르웨이 숲,전북 임실군 구이로 6-0,외국식,39
94,임실수제비,전북 임실군 봉황로 134-0,한식,37
95,태복장[중식],전북 임실군 호국로 38-0,외국식,36
96,백송가든,전북 임실군 오수로 42-11,한식,35
97,더테이블,전북 임실군 사선로 29-0,카페/찻집,33
98,청웅식당,전북 임실군 구고6길 65-0,한식,30
98,리체,전북 임실군 강운로 1208-30,외국식,30
100,바우산 옛날짜장[중식],전북 임실군 춘향로 2933-0,외국식,29
