동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
20,572,기타가족,가족_동서,자연경관,공원_바다_계곡,한려해상국립공원(한려수도)
3,45,부모님,어머님_부모,미식,차_충무김밥_라면,한려해상국립공원(한려수도)
1,38,회사동료,직원,레포츠/운동,트레킹_골프장_산행,한려해상국립공원(한려수도)
0,15,,,역사유적,다리_암자_정자,한려해상국립공원(한려수도)
0,14,,,문화예술,전시관_야외공연장_클럽,한려해상국립공원(한려수도)
0,6,,,휴식/힐링,힐링_피크닉_휴양,한려해상국립공원(한려수도)
