순위,업소명,주소,분류,합산 검색 수
1,초동순두부,전남 장성군 초동길 5-0,외국식,9570
2,오데온,전남 장성군 노사로 514-0,카페/찻집,8015
3,구르미머무는,전남 장성군 불태3로 168-0,카페/찻집,7456
4,아트리움,전남 장성군 불태3로 138-59,카페/찻집,7244
5,KAFE52장성점,전남 장성군 영장로 1800-0,카페/찻집,5947
6,티나가든,전남 장성군 화산신기길 9-0,한식,5747
7,카페잇다,전남 장성군 덕천길 37-0,카페/찻집,4533
8,옥정가든,전남 장성군 구대해길 65-7,한식,4443
9,오피먼트,전남 장성군 미락단지길 8-0,카페/찻집,4061
10,우시장국밥,전남 장성군 강변로 521-1,한식,3408
11,불태산진원성,전남 장성군 고산로 17-0,한식,3264
12,해운대[한식],전남 장성군 청운길 5-0,한식,3214
13,카페필그림,전남 장성군 구석길 71-0,카페/찻집,3170
14,따뜻한섬온도,전남 장성군 행복1길 2-0,카페/찻집,2749
15,루몽드917,전남 장성군 방장로 917-34,카페/찻집,2705
16,청자연,전남 장성군 구석길 53-2,한식,2688
17,임정식육식당,전남 장성군 동화로 3-0,한식,2413
18,축령산사랑가득국밥,전남 장성군 삼월길 18-0,한식,2145
19,학교가자,전남 장성군 안평장동길 13-0,한식,1891
20,고돈상회,전남 장성군 영천로 166-0,카페/찻집,1702
21,강서방생선구이,전남 장성군 학산길 2-0,한식,1610
22,해운대식당[한식],전남 장성군 청운길 5-0,한식,1586
23,블롬,전남 장성군 수촌길 11-8,카페/찻집,1553
24,호산식당,전남 장성군 미락단지길 32-0,한식,1544
25,소담,전남 장성군 전고개로 250-0,한식,1533
26,워터프론트,전남 장성군 수양로 201-0,카페/찻집,1403
27,유진회관[한식],전남 장성군 신천길 22-0,한식,1401
28,형제농원,전남 장성군 남창로 418-0,한식,1316
29,장성소고기,전남 장성군 역전로 105-0,한식,1238
30,향숙이네식당,전남 장성군 백양로 2-10,한식,1202
31,마음한끼,전남 장성군 축령로 917-0,외국식,1181
32,젠시오[중식],전남 장성군 역전로 159-0,외국식,1171
33,MOMO,전남 장성군 상림길 26-0,카페/찻집,1156
34,동서식당,전남 장성군 단풍로 1850-0,한식,1098
35,삼계농협 농산물산지유통센터,전남 장성군 영장로 1532-0,기타음식,1063
36,남창골감나무집농원,전남 장성군 남창로 358-0,외국식,982
37,카페그림,전남 장성군 단풍로 501-0,카페/찻집,963
38,워킹타우너,전남 장성군 마흥길 73-0,카페/찻집,932
39,임정국밥,전남 장성군 영장로 2340-0,한식,911
40,댕글댕글,전남 장성군 용매골길 30-0,카페/찻집,901
41,레이디벅스,전남 장성군 청운길 38-0,카페/찻집,887
42,자라봉,전남 장성군 불태3로 154-0,한식,839
43,카페여유,전남 장성군 청운12길 19-0,카페/찻집,796
44,호반가든,전남 장성군 백양로 612-0,한식,738
45,카페누비,전남 장성군 내기길 23-0,카페/찻집,730
46,에브라임,전남 장성군 추암로 384-10,카페/찻집,705
47,산골짜기식당,전남 장성군 홍길동로 388-10,한식,687
48,은하정,전남 장성군 원용산로 240-0,한식,644
49,카페담소,전남 장성군 태산로 340-0,카페/찻집,603
50,푸른하늘 모퉁이,전남 장성군 진원1길 17-12,카페/찻집,594
51,화수분,전남 장성군 물류로 26-0,한식,591
52,롯데리아전남장성점,전남 장성군 영천로 166-0,간이음식,556
53,황금코다리장성점,전남 장성군 단풍로 46-0,한식,531
54,파리바게뜨전남장성점,전남 장성군 영천로 161-0,간이음식,467
55,단풍두부,전남 장성군 백양로 1115-7,외국식,445
56,미르당,전남 장성군 일산2길 17-20,카페/찻집,442
57,문가네촌닭,전남 장성군 영장로 1037-14,한식,427
58,신수양가든,전남 장성군 수양로 190-8,한식,422
58,알콩달콩,전남 장성군 약수2길 27-0,한식,422
60,다온정,전남 장성군 함장로 5200-0,한식,419
61,댐아래오리마을,전남 장성군 미락단지길 40-0,외국식,412
62,샤브명가,전남 장성군 단풍로 177-0,외국식,406
63,담서,전남 장성군 영화마을길 82-0,카페/찻집,395
64,스테이196,전남 장성군 진남1로 196-0,카페/찻집,384
65,용산가든,전남 장성군 불태3로 212-15,외국식,382
66,낙지한마당,전남 장성군 단풍로 261-0,외국식,358
67,남창농원,전남 장성군 남창로 340-21,한식,357
68,콩까러가세,전남 장성군 영신2길 65-0,한식,353
69,국일반점[중식],전남 장성군 청운4길 3-0,외국식,349
70,강변가든,전남 장성군 백양로 600-0,한식,342
71,금바위회관,전남 장성군 용강길 9-0,한식,340
