연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,1.9
60~69세,5.7,4.8
50~59세,9.7,7.6
40~49세,12.1,7.7
30~39세,13.3,10.3
20~29세,9.2,11.3
10~19세,1.5,2.0
