기준연월,지역명,검색량(건)
202108,강원도 태백시 ,1060
202109,강원도 태백시 ,1012
202110,강원도 태백시 ,1856
202111,강원도 태백시 ,2099
202112,강원도 태백시 ,88
202201,강원도 태백시 ,172
202202,강원도 태백시 ,57
202203,강원도 태백시 ,55
202204,강원도 태백시 ,107
202205,강원도 태백시 ,441
202206,강원도 태백시 ,522
202207,강원도 태백시 ,427
