연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,4.5
60~69세,13.6,7.9
50~59세,19.2,11.8
40~49세,11.1,5.9
30~39세,4.9,4.4
20~29세,3.8,2.7
10~19세,2.0,3.2
