연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,3.2
60~69세,9.5,11.4
50~59세,11.6,12.9
40~49세,9.2,8.1
30~39세,8.1,6.7
20~29세,5.3,3.9
10~19세,2.8,2.5
