순위,관광지명,주소,분류,현지인 검색 수
1,서서울호수공원,서울 양천구 남부순환로64길 20-0,도시공원,14484
2,목동실내아이스링크,서울 양천구 안양천로 939-0,육상레저스포츠,13227
3,대한민국예술인센터,서울 양천구 목동서로 225-0,기타문화관광지,10738
4,파리공원,서울 양천구 목동동로 363-0,도시공원,5960
5,신곡종합시장,서울 양천구 남부순환로79길 37-0,시장,5679
6,경창시장,서울 양천구 오목로9길 31-0,시장,4006
7,신트리공원,서울 양천구 목동동로 3-0,도시공원,3203
8,양천해누리체육공원,서울 양천구 안양천로 711-0,도시공원,3086
9,CGV목동,서울 양천구 목동동로 257-0,공연시설,3012
10,메가박스목동,서울 양천구 목동동로 309-0,공연시설,2710
11,목동깨비시장,서울 양천구 목동중앙북로 29-0,시장,2698
12,신영시장,서울 양천구 월정로 161-5,시장,2587
13,목사랑시장,서울 양천구 목동중앙남로7길 8-0,시장,2308
14,목동로데오거리,서울 양천구,테마공원,1974
15,목동야구장,서울 양천구 안양천로 939-0,레저스포츠시설,1864
16,생명과학박물관,서울 양천구 목동동로 206-1,전시시설,1769
17,안양천야구장,서울 양천구,레저스포츠시설,1467
18,양천근린공원,서울 양천구 목동동로 지하 111-0,도시공원,1426
19,본각사,서울 양천구 목동중앙로13나길 80-0,종교성지,1219
20,법안정사,서울 양천구 목동동로 371-0,종교성지,1086
21,목동주경기장,서울 양천구 안양천로 939-0,레저스포츠시설,985
22,해마루축구장,서울 양천구,레저스포츠시설,917
23,국제선센터,서울 양천구 목동동로 167-0,종교성지,773
24,갈산문화예술센터,서울 양천구 목동남로 106-0,기타문화관광지,752
25,양천도시농업공원,서울 양천구,도시공원,691
26,계남근린공원,서울 양천구,도시공원,671
27,신월태헌프라자,서울 양천구 곰달래로5길 17-0,쇼핑몰,644
28,오목공원,서울 양천구 목동서로 159-2,도시공원,577
29,본스타트레이닝센터목동캠퍼스,서울 양천구 목동로21길 3-0,기타레저스포츠,569
30,신월야구공원,서울 양천구 남부순환로64길 26-0,레저스포츠시설,545
31,로운아뜨리움,서울 양천구 목동서로 225-0,기타문화관광지,474
32,캠프호텔,서울 양천구 가로공원로 167-0,호텔,431
33,서서울호수공원물놀이장,서울 양천구 남부순환로64길 20-0,테마공원,410
34,반곡어린이공원,서울 양천구,도시공원,409
35,신정제일시장,서울 양천구 중앙로34길 30-0,시장,368
36,목동펜싱클럽,서울 양천구 오목로 223-0,기타레저스포츠,342
37,용왕산근린공원,서울 양천구,도시공원,310
38,청기와모텔,서울 양천구 신월로20길 3-0,모텔,296
39,구로안양천물놀이장,서울 양천구,테마공원,288
40,목동사격장,서울 양천구 안양천로 939-0,육상레저스포츠,279
41,스테이25,서울 양천구 신월로20길 3-0,모텔,255
42,오목교중앙시장,서울 양천구 신목로4길 37-0,시장,252
43,가로공원,서울 양천구,도시공원,219
44,스위스모텔,서울 양천구 오목로 66-0,모텔,217
45,아쏘축구트레이닝센터,서울 양천구 신월로10길 16-0,레저스포츠시설,213
46,향림사,서울 양천구 중앙로14나길 39-0,종교성지,197
