기준연월,지역명,방문자 수
202108,서울특별시 양천구 ,3022778.0
202110,서울특별시 양천구 ,3192716.0
202109,서울특별시 양천구 ,3173564.0
202111,서울특별시 양천구 ,3161765.0
202112,서울특별시 양천구 ,3161792.0
202201,서울특별시 양천구 ,3182691.0
202202,서울특별시 양천구 ,2703894.0
202203,서울특별시 양천구 ,3236711.0
202204,서울특별시 양천구 ,3493638.0
202205,서울특별시 양천구 ,3521342.0
202206,서울특별시 양천구 ,3210114.0
202207,서울특별시 양천구 ,3440412.0
