기준연월,지역명,방문자 수
202108,강원도 춘천시 ,2558062.0
202110,강원도 춘천시 ,2674381.0
202109,강원도 춘천시 ,2550296.0
202111,강원도 춘천시 ,2285382.0
202112,강원도 춘천시 ,2209322.0
202201,강원도 춘천시 ,2314376.0
202202,강원도 춘천시 ,2035530.0
202203,강원도 춘천시 ,2805746.0
202204,강원도 춘천시 ,2632597.0
202205,강원도 춘천시 ,2911134.0
202206,강원도 춘천시 ,2622104.0
202207,강원도 춘천시 ,2895066.0
