동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1301,36296,기타가족,오빠_이모_언니,미식,감자_막국수_맛집
878,28833,연인,애인_커플_연인,문화예술,노래방_박물관_도서관
397,2417,친구,친구_지인_룸메,자연경관,계곡_바다_정원
143,2054,자녀,아들_학생_딸,레포츠/운동,캠핑_빠지_수영장
133,1018,부모님,부모님_할머니_할아버지,휴식/힐링,나들이_힐링_신혼여행
126,126,회사동료,직원_부장_대리,역사유적,정자_다리_한옥
66,118,학생,대학생_고등학생_중학생,반려동물,애견_반려동물_개린이
47,5,배우자,아내_와이프_부인,체험,도자기체험_카누체험_템플스테이
24,0,싱글,혼자_싱글,,
