동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,62,부모님,부모님,미식,카페_식당_차,수주팔봉
0,59,,,레포츠/운동,차박_캠핑_오토캠핑,수주팔봉
0,52,,,역사유적,다리_정자_명승지,수주팔봉
0,43,,,자연경관,전망대_산_계곡,수주팔봉
0,4,,,휴식/힐링,불멍,수주팔봉
0,2,,,문화예술,촬영지,수주팔봉
