동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,96,기타가족,엄마,미식,소금_차_찐빵,곰소염전
2,40,부모님,아버지,자연경관,염전_바다_습지,곰소염전
2,0,자녀,딸,,,곰소염전
