연령대,남성방문 비율,여성방문 비율
70세 이상,6.8,6.1
60~69세,10.2,12.6
50~59세,11.4,13.5
40~49세,7.3,4.9
30~39세,5.5,4.9
20~29세,5.8,4.9
10~19세,2.4,2.5
