순위,관광지명,주소,분류
1,이마트/상주점,경북 상주시 경상대로 3141-0,쇼핑
2,경천섬공원,경북 상주시,자연관광지
3,경천대국민관광지,경북 상주시 경천로 652-0,휴양관광지
4,상주자전거박물관,경북 상주시 용마로 415-0,문화시설
5,하나로마트/상주농협본점,경북 상주시 왕산로 85-0,쇼핑
6,리치마트/상주점,경북 상주시 중앙로 166-0,쇼핑
7,다이소/상주서문사거리점,경북 상주시 중앙로 185-0,쇼핑
8,중앙시장,경북 상주시 중앙시장길 7-19,쇼핑
9,학전망대,경북 상주시 갱다불길 39-43,기타관광지
10,상주국제승마장,경북 상주시 경천로 683-47,레포츠(육상/해상/항공)
11,경천섬공원,경북 상주시,문화관광
12,하나로마트/상주농협,경북 상주시 왕산로 85-0,쇼핑
13,경천대국민관광지,경북 상주시 경천로 652-0,문화관광
14,성주봉자연휴양림,경북 상주시 성주봉로 3-0,자연관광지
15,경천대국민관광지전망대,경북 상주시 경천로 652-0,기타관광지
16,도남서원,경북 상주시 도남2길 91-0,역사관광지
17,상주자전거박물관,경북 상주시 용마로 415-0,문화관광
18,장각폭포,경북 상주시,자연관광지
19,낙동강한우촌/직판장,경북 상주시 영남제일로 51-4,쇼핑
20,블루원상주골프리조트,경북 상주시 화현3길 127-0,레포츠(육상/해상/항공)
21,상주식자재마트,경북 상주시 복룡1길 30-14,쇼핑
22,상주박물관,경북 상주시 경천로 684-0,문화시설
23,회상나루관광지,경북 상주시 갱다불길 97-0,기타관광지
24,하나로마트/함창농협,경북 상주시 함창시장1길 14-0,쇼핑
25,상주시실내체육관,경북 상주시,기타관광지
26,남장사,경북 상주시 남장1길 259-22,역사관광지
27,삼성전자서비스/상주센터,경북 상주시 상서문2길 106-0,쇼핑
28,상주원예농협공판장,경북 상주시 중앙로 310-0,쇼핑
29,CU/상주낙동강생물자원관,경북 상주시 도남2길 137-0,쇼핑
30,GS25/상주IC,경북 상주시 영남제일로 1321-0,쇼핑
31,우리마트/상주농수산물유통센터,경북 상주시 상산로 383-0,쇼핑
32,뉴스프링빌2CC,경북 상주시 백화로 40-0,레포츠(육상/해상/항공)
33,상주국제승마장,경북 상주시 경천로 683-47,레저스포츠
34,상주시민운동장,경북 상주시,기타관광지
35,리치마트/상산점,경북 상주시 왕산로 344-0,쇼핑
36,상주곶감유통센터,경북 상주시 영남제일로 1154-0,쇼핑
37,리치마트/3호점,경북 상주시 동수4길 46-0,쇼핑
38,경상북도교육청상주도서관,경북 상주시 상서문1길 127-0,문화시설
39,하나로마트/상주농협중동점,경북 상주시 오상1길 25-0,쇼핑
40,맥문동솔숲,경북 상주시 문장로 1502-7,기타관광지
41,명주테마공원,경북 상주시,문화관광
42,상주곶감공원,경북 상주시 소은1길 59-12,자연관광지
43,나각산,경북 상주시,자연관광지
44,상주중동강변축구장,경북 상주시,기타관광지
45,상주보수상레저센터,경북 상주시 용마로 366-0,레포츠(육상/해상/항공)
46,상주농협농산물공판장,경북 상주시 왕산로 64-0,쇼핑
47,상주박물관,경북 상주시 경천로 684-0,문화관광
48,리치마트/2호점,경북 상주시 왕산로 344-0,쇼핑
49,판곡저수지,경북 상주시,자연관광지
50,북천시민공원,경북 상주시,자연관광지
51,용흥사,경북 상주시 지천1길 223-35,역사관광지
52,경천대어린이랜드눈썰매장,경북 상주시,레포츠(육상/해상/항공)
53,태평성대경상감영공원,경북 상주시 삼백로 327-9,자연관광지
54,하나로마트/중화농협본점,경북 상주시 화령로 41-0,쇼핑
55,롯데시네마/상주,경북 상주시 중앙로 147-0,공연/행사
56,홈마트,경북 상주시 삼백로 144-0,쇼핑
57,하나로마트/중화농협화북지점,경북 상주시 문장로 1733-0,쇼핑
58,롯데시네마/상주,경북 상주시 중앙로 147-0,문화관광
59,속리산국립공원/화북지구,경북 상주시 문장대2길 293-0,자연관광지
60,롯데하이마트/상주점,경북 상주시 경상대로 3085-0,쇼핑
61,상주국민체육센터,경북 상주시 영남제일로 1432-0,기타관광지
62,상주월드컵볼링장,경북 상주시 중앙로 0-0,레포츠(육상/해상/항공)
63,GS25/상주모서점,경북 상주시 중화로 893-1,쇼핑
64,하나로마트/낙동농협본점,경북 상주시 상촌1길 38-0,쇼핑
65,학전망대,경북 상주시 갱다불길 39-43,문화관광
66,낙강교,경북 상주시,기타관광지
67,나각산출렁다리,경북 상주시,기타관광지
68,올리브영/상주점,경북 상주시 상산로 273-0,쇼핑
69,도남서원,경북 상주시 도남2길 91-0,역사관광
70,도림사,경북 상주시 서곡1길 96-43,역사관광지
71,낙동강역사이야기관,경북 상주시 낙동1길 116-0,문화시설
72,탑텐/상주점,경북 상주시 중앙로 184-0,쇼핑
73,블루원상주골프리조트,경북 상주시 화현3길 127-0,레저스포츠
74,경천대국민관광지전망대,경북 상주시 경천로 652-0,문화관광
75,오태저수지,경북 상주시,자연관광지
76,경천대랜드,경북 상주시 경천로 652-18,휴양관광지
77,풍물시장,경북 상주시,쇼핑
78,낙동강변다목적광장,경북 상주시,기타관광지
79,동행복권판매점/로또복권대박,경북 상주시 상산로 338-0,쇼핑
80,남장사,경북 상주시 남장1길 259-22,역사관광
81,명주테마공원,경북 상주시,자연관광지
82,장각폭포,경북 상주시,자연관광
83,화북오송탐방지원센터,경북 상주시,기타관광지
