순위,업소명,주소,분류,외지인 검색 수
1,명실상감한우상주축협직영점,경북 상주시 영남제일로 1119-9,한식,12327
2,명주정원,경북 상주시 새잼이길 7-0,카페/찻집,4561
3,고려분식,경북 상주시 중앙시장길 29-0,간이음식,3414
4,용궁단골식당,경북 상주시 상산로 35-0,한식,3359
5,청자[중식],경북 상주시 북상주로 539-5,외국식,2460
6,다담뜰한식뷔페상주점,경북 상주시 만산3길 6-0,외국식,2386
7,남산가든,경북 상주시 신서문1길 137-0,한식,2315
8,카페둥시,경북 상주시 자산길 28-24,카페/찻집,2314
9,묘봉두부마을,경북 상주시 속리산로 2348-0,외국식,1944
10,루안[중식],경북 상주시 중앙로 177-7,외국식,1883
11,상주공간,경북 상주시 남성2길 22-0,카페/찻집,1866
12,부흥식당,경북 상주시 남적로 6-75,한식,1739
13,투썸플레이스경북상주점,경북 상주시 삼백로 88-0,카페/찻집,1560
14,수라간[한식],경북 상주시 상서문3길 119-0,한식,1416
15,개운궁,경북 상주시 경상대로 2882-0,한식,1345
16,파스쿠찌경북상주점,경북 상주시 상산로 363-0,카페/찻집,1188
17,지천식당,경북 상주시 남상주로 1460-0,한식,1174
18,버거킹경북상주점,경북 상주시 중앙로 186-2,간이음식,1114
19,무양주택,경북 상주시 동수1길 67-0,카페/찻집,952
20,선산김치곱창,경북 상주시 성동로 16-0,외국식,917
21,경천섬카페,경북 상주시 도남2길 174-0,카페/찻집,903
22,모서마을,경북 상주시 백화로 1265-0,한식,897
23,FORREST65,경북 상주시 당교로 58-5,카페/찻집,872
24,농우마실도남농원점,경북 상주시 용마로 359-0,한식,856
25,롯데리아상주점,경북 상주시 중앙로 185-0,간이음식,839
26,서보냇가,경북 상주시 영남제일로 1971-14,한식,827
27,청기와숯불촌,경북 상주시 대조1길 40-0,한식,815
28,길성이누룽지백숙상주점,경북 상주시 능암1길 11-6,한식,748
29,백강정,경북 상주시 갱다불길 145-0,한식,746
30,낙동강한우촌,경북 상주시 영남제일로 51-8,한식,726
31,들안길,경북 상주시 경상대로 3000-0,한식,722
32,성수식당[중식],경북 상주시 화령남6길 17-0,외국식,703
33,메밀묵촌,경북 상주시 가야로 54-0,한식,698
34,누리마을감자탕상주점,경북 상주시 경상대로 2978-0,한식,691
35,파리바게뜨상주터미널점,경북 상주시 삼백로 91-0,간이음식,664
36,소우리,경북 상주시 경상대로 2950-0,한식,661
37,고향산천,경북 상주시 백화로 1156-0,한식,624
38,상주주막,경북 상주시 갱다불길 147-0,한식,598
39,조이통통생구이,경북 상주시 문무1길 40-5,한식,585
40,상주청정한우,경북 상주시 영남제일로 52-5,한식,578
41,이디야커피상주이마트점,경북 상주시 경상대로 3141-0,카페/찻집,531
42,샤브마니아상주점,경북 상주시 경상대로 3180-0,외국식,515
43,지지가든,경북 상주시 인평4길 6-0,카페/찻집,509
44,통나무집,경북 상주시 지천1길 43-0,한식,505
45,파리바게뜨경북상주점,경북 상주시 상산로 264-0,간이음식,504
46,구프커피,경북 상주시 개운2길 19-14,카페/찻집,492
47,쿠치나13Y,경북 상주시 새잼이길 21-7,외국식,490
48,영원식당,경북 상주시 덕담1길 82-10,한식,460
49,카페인가든,경북 상주시 동문1길 46-0,카페/찻집,445
50,새토종왕순대,경북 상주시 함창시장2길 8-0,한식,444
51,본가장수촌상주점,경북 상주시 부원2길 20-0,한식,437
52,명실상감한우화서점,경북 상주시 화령로 79-0,한식,430
53,칠성돈,경북 상주시 경상대로 3030-0,한식,394
53,카페소레다,경북 상주시 봉양2길 8-7,카페/찻집,394
55,주왕산삼계탕상주점,경북 상주시 북상주로 75-0,한식,379
56,새지천식당,경북 상주시 문필로 38-0,한식,371
57,명실상감한우식육식당,경북 상주시 무운로 1647-0,한식,368
58,모서장수식당,경북 상주시 백화로 1379-0,한식,353
