기준연월,지역명,검색량(건)
202108,서울특별시 영등포구 ,10916
202109,서울특별시 영등포구 ,12003
202110,서울특별시 영등포구 ,5557
202111,서울특별시 영등포구 ,6648
202112,서울특별시 영등포구 ,1168
202201,서울특별시 영등포구 ,1379
202202,서울특별시 영등포구 ,508
202203,서울특별시 영등포구 ,421
202204,서울특별시 영등포구 ,763
202205,서울특별시 영등포구 ,1138
202206,서울특별시 영등포구 ,1421
202207,서울특별시 영등포구 ,1752
