순위,관광지명,주소,분류,외지인 검색 수
1,여의도한강공원,서울 영등포구 여의동로 330-0,도시공원,383009
2,콘래드서울호텔,서울 영등포구 국제금융로 10-0,호텔,111349
3,타임스퀘어,서울 영등포구 영중로 15-0,쇼핑몰,52769
4,글래드호텔여의도,서울 영등포구 의사당대로 16-0,호텔,46385
5,페어몬트앰배서더서울,서울 영등포구 여의대로 108-0,호텔,39189
6,선유도공원,서울 영등포구 선유로 343-0,도시공원,38909
7,켄싱턴호텔여의도,서울 영등포구 국회대로76길 16-0,호텔,35722
8,IFC몰,서울 영등포구 국제금융로 10-0,쇼핑몰,31434
9,페어필드바이메리어트서울호텔,서울 영등포구 경인로 870-0,호텔,27671
10,양화한강공원,서울 영등포구 노들로 221-0,도시공원,27324
11,메리어트 이그제큐티브 아파트먼트서울,서울 영등포구 여의대로 8-0,호텔,27180
12,여의도백화점,서울 영등포구 국제금융로6길 33-0,쇼핑몰,24251
13,대신시장,서울 영등포구 도신로60길 7-0,시장,23553
14,코트야드바이메리어트서울타임스퀘어,서울 영등포구 영중로 15-0,호텔,22574
15,영등포청과시장,서울 영등포구 영신로 161-0,시장,19672
16,CGV영등포,서울 영등포구 영중로 15-0,공연시설,19566
17,아쿠아플라넷63,서울 영등포구 63로 50-0,테마공원,18258
18,이랜드크루즈여의도선착장,서울 영등포구 여의동로 290-0,교통시설,15957
19,문래근린공원,서울 영등포구,도시공원,15785
20,썬프라자,서울 영등포구 신길로 39-0,쇼핑몰,14282
21,서울마리나클럽앤요트,서울 영등포구 여의서로 160-0,수상레저스포츠,13555
22,CGV여의도,서울 영등포구 국제금융로 10-0,공연시설,13413
23,윤중로벚꽃길,서울 영등포구,테마공원,13183
24,롯데시네마영등포,서울 영등포구 경인로 846-0,공연시설,12788
25,영등포전통시장,서울 영등포구,시장,12782
26,더스테이트선유호텔,서울 영등포구 양평로 132-0,호텔,11625
27,영산아트홀,서울 영등포구 여의공원로 101-0,공연시설,11470
28,대림중앙시장,서울 영등포구 디지털로37나길 15-0,시장,10468
29,영등포공원,서울 영등포구 신길로 275-0,도시공원,9675
30,하이서울유스호스텔,서울 영등포구 영신로 200-0,호스텔,7891
31,안양천생태공원,서울 영등포구 영등포로2길 62-0,도시공원,7227
32,Blvd호텔,서울 영등포구 영등포로 264-11,호텔,6967
33,벤허호텔,서울 영등포구 국회대로72길 7-0,호텔,6928
34,서울해군호텔,서울 영등포구 가마산로 540-0,호텔,6902
35,당산공원,서울 영등포구 당산로27길 12-0,도시공원,6782
36,안양천영롱이갈대야구장,서울 영등포구,레저스포츠시설,6521
37,SB호텔,서울 영등포구 영중로4길 36-0,호텔,6215
38,여의도공원,서울 영등포구 여의공원로 68-0,도시공원,6202
39,이랜드크루즈양화선착장,서울 영등포구 노들로 111-0,교통시설,6164
40,63스퀘어,서울 영등포구 63로 50-0,복합관광시설,6121
41,파크호텔,서울 영등포구 양평로 136-0,호텔,5950
42,코보스호텔,서울 영등포구 국회대로72길 9-0,호텔,5569
43,호텔지엠에스,서울 영등포구 경인로 867-0,호텔,5534
44,렛츠런CCC영등포지점,서울 영등포구 영중로8길 14-0,육상레저스포츠,5486
45,영등포아트홀,서울 영등포구 국회대로 596-0,공연시설,5461
46,대림어린이공원,서울 영등포구 대림로 106-0,도시공원,4768
47,로프트관광호텔,서울 영등포구 선유동2로 72-0,호텔,4379
48,aza쇼핑몰,서울 영등포구 영중로 28-0,쇼핑몰,4214
49,갤럭시호텔,서울 영등포구 버드나루로 90-0,호텔,3871
50,데쟈트호텔,서울 영등포구 영중로4길 9-6,모텔,3760
51,호텔페트라,서울 영등포구 경인로 879-0,모텔,3446
52,씨랄라워터파크,서울 영등포구 문래로 164-0,테마공원,3324
53,물빛광장,서울 영등포구 여의공원로 0-0,도시공원,3247
54,KBS홀,서울 영등포구 여의공원로 13-0,공연시설,3008
55,여의도야외수영장,서울 영등포구,테마공원,2930
56,라이프스타일F호텔,서울 영등포구 경인로108길 8-0,모텔,2882
57,영등포윤활유,서울 영등포구 버드나루로 35-0,기타쇼핑시설,2829
58,헬로밀가루영등포점,서울 영등포구 경인로 775-0,테마공원,2828
59,더로드아이스링크,서울 영등포구 여의서로 160-0,기타레저스포츠,2826
60,토요코인서울영등포점,서울 영등포구 신길로 293-0,호텔,2471
61,선유도,서울 영등포구 선유로 343-0,자연경관(하천/해양),2426
62,서울볼더스클라이밍컴퍼니,서울 영등포구 양평로28마길 7-0,기타레저스포츠,2334
63,SL모텔,서울 영등포구 당산로33길 3-0,모텔,2329
64,호텔브릿지,서울 영등포구 영등포로 9-0,모텔,2324
65,안양천벚꽃길,서울 영등포구,기타관광,2054
66,영일시장,서울 영등포구 문래로30길 27-0,시장,2004
67,국회박물관,서울 영등포구 의사당대로 1-0,전시시설,1953
68,씨엘호텔,서울 영등포구 영신로32길 8-0,호텔,1930
69,씨에프모텔,서울 영등포구 영중로10길 41-0,모텔,1692
70,서울밤도깨비야시장(여의도한강공원),서울 영등포구 여의동로 330-0,기타문화관광지,1680
71,호텔아하바,서울 영등포구 영중로8길 7-0,모텔,1679
72,양화한강공원물놀이장,서울 영등포구 노들로 99-0,테마공원,1677
73,신풍시장,서울 영등포구 신길로 164-0,시장,1671
74,호텔야자영등포점,서울 영등포구 영중로10길 43-0,모텔,1634
75,호텔리더스,서울 영등포구 영중로10길 45-0,모텔,1601
76,여의도한강공원녹음수광장,서울 영등포구,도시공원,1582
77,뉴신라호텔,서울 영등포구 영중로10길 10-0,모텔,1502
78,자딘호텔,서울 영등포구 영신로34길 33-0,모텔,1387
79,남대리세상,서울 영등포구 대림로34라길 10-0,기타쇼핑시설,1382
80,더호텔문,서울 영등포구 영중로8길 13-0,모텔,1355
81,셀립여의,서울 영등포구 영등포로 389-0,호텔,1296
82,영등포문화원,서울 영등포구 신길로 275-0,교육시설,1277
83,양화폭포,서울 영등포구,자연경관(산),1252
84,조광시장,서울 영등포구,시장,1234
85,샤또호텔,서울 영등포구 선유로 100-0,호텔,1223
86,제일에스엠씨,서울 영등포구 도림로 287-0,기타쇼핑시설,1203
87,한강시민공원축구장,서울 영등포구,레저스포츠시설,1186
88,프리호텔,서울 영등포구 영신로38길 24-0,모텔,1143
89,문래예술공장,서울 영등포구 경인로88길 5-4,기타문화관광지,1108
90,GS홈쇼핑제2사옥,서울 영등포구 선유로 82-0,쇼핑몰,1094
91,여의도공원 문화의마당,서울 영등포구 의사당대로 38-0,도시공원,1092
92,한강윤활유,서울 영등포구 버드나루로 25-0,기타쇼핑시설,1086
93,베니키아호텔카카오,서울 영등포구 경인로108길 15-0,모텔,1076
94,모텔봄보라매역점,서울 영등포구 대방천로 251-0,모텔,1065
95,63아트홀,서울 영등포구 63로 50-0,공연시설,1046
96,샵모텔,서울 영등포구 영중로8길 5-0,모텔,981
97,호텔더디자이너스여의도점,서울 영등포구 국회대로68길 24-0,호텔,919
98,여의도한강공원 멀티프라자,서울 영등포구 여의동로 지하 343-0,도시공원,904
99,보보스모텔,서울 영등포구 국회대로54길 41-18,모텔,887
100,여의도한강공원민속놀이마당,서울 영등포구,도시공원,882
