연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,2.8
60~69세,10.0,6.2
50~59세,13.6,8.7
40~49세,12.6,7.3
30~39세,11.6,6.1
20~29세,7.7,5.7
10~19세,2.1,1.8
