연령대,남성방문 비율,여성방문 비율
70세 이상,4.2,3.3
60~69세,11.9,11.3
50~59세,11.3,13.0
40~49세,8.1,7.3
30~39세,7.8,6.6
20~29세,5.6,5.9
10~19세,1.5,1.3
