연령대,남성방문 비율,여성방문 비율
70세 이상,6.2,5.2
60~69세,12.7,11.8
50~59세,13.5,10.7
40~49세,7.6,5.4
30~39세,5.8,4.2
20~29세,9.3,3.3
10~19세,2.5,1.4
