연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,3.3
60~69세,7.7,5.8
50~59세,11.5,9.7
40~49세,9.5,9.5
30~39세,5.2,5.4
20~29세,7.7,4.7
10~19세,7.4,7.0
