연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,3.8
60~69세,11.6,6.3
50~59세,16.7,13.3
40~49세,12.3,6.7
30~39세,7.9,5.4
20~29세,4.2,3.0
10~19세,2.3,1.8
