기준연월,지역명,검색량(건)
202108,경상북도 문경시 ,1326
202109,경상북도 문경시 ,1139
202110,경상북도 문경시 ,1609
202111,경상북도 문경시 ,1580
202112,경상북도 문경시 ,346
202201,경상북도 문경시 ,209
202202,경상북도 문경시 ,137
202203,경상북도 문경시 ,85
202204,경상북도 문경시 ,66
202205,경상북도 문경시 ,164
202206,경상북도 문경시 ,220
202207,경상북도 문경시 ,245
