연령대,남성방문 비율,여성방문 비율
70세 이상,4.7,6.2
60~69세,7.2,8.8
50~59세,7.9,8.9
40~49세,7.6,7.7
30~39세,7.9,8.9
20~29세,8.1,7.1
10~19세,4.3,3.8
