연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,1.7
60~69세,6.9,7.5
50~59세,10.5,13.5
40~49세,10.8,10.3
30~39세,6.6,7.4
20~29세,3.6,7.2
10~19세,4.0,4.5
