연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,3.1
60~69세,10.8,8.2
50~59세,13.3,11.8
40~49세,10.9,8.0
30~39세,7.4,5.7
20~29세,6.3,5.7
10~19세,2.2,2.0
