순위,업소명,주소,분류,외지인 검색 수
1,발리다,경기 안산시 단원구 구봉타운길 57-0,카페/찻집,36200
2,맥도날드안산고잔DT점,경기 안산시 단원구 광덕3로 145-3,간이음식,22991
3,포도밭할머니손칼국수전문점,경기 안산시 단원구 대부황금로 1394-0,한식,18662
4,파도마루,경기 안산시 단원구 서위매봉길 40-0,카페/찻집,15516
5,16호원조할머니손칼국수,경기 안산시 단원구 대선로 10-0,한식,15042
6,마이어스안산점,경기 안산시 단원구 화랑로 260-0,외국식,13711
7,카페루헤,경기 안산시 단원구 서위매봉길 32-0,카페/찻집,13289
8,대부옥수수찐빵,경기 안산시 단원구 대선로 275-0,간이음식,11649
9,배터지는집,경기 안산시 단원구 구봉길 6-0,한식,10224
10,리베르테,경기 안산시 단원구 대선로 27-0,카페/찻집,9418
11,엔틸로프,경기 안산시 단원구 구봉타운길 61-0,카페/찻집,9044
12,사또횟집,경기 안산시 단원구 대부황금로 1479-0,외국식,8985
13,아웃백스테이크하우스안산고잔점,경기 안산시 단원구 당곡로 11-0,외국식,8803
14,장수촌,경기 안산시 단원구 쑥개길 21-1,한식,8737
15,빈솔트,경기 안산시 단원구 구봉타운길 45-0,카페/찻집,8509
16,한짬뽕신길점 [중식],경기 안산시 단원구 신길중앙로5길 2-0,외국식,7925
17,33호할머니칼국수,경기 안산시 단원구 대부황금로 1297-0,한식,7554
18,카페DBB,경기 안산시 단원구 구봉길 59-0,카페/찻집,7424
19,피자플리즈대부도점,경기 안산시 단원구 사근여길 6-12,간이음식,7364
20,대부객주,경기 안산시 단원구 구봉타운길 36-0,한식,6811
21,삐쭉이백합칼국수,경기 안산시 단원구 대부황금로 1337-0,한식,6194
22,쿠우쿠우안산점,경기 안산시 단원구 고잔2길 41-0,외국식,6112
23,야자수브런치베이커리카페,경기 안산시 단원구 시화호수로841번길 6-10,외국식,6039
24,북동삼거리손칼국수,경기 안산시 단원구 대부황금로 1273-0,한식,5917
25,경복궁안산점,경기 안산시 단원구 광덕대로 250-0,한식,5720
