기준연월,지역명,검색량(건)
202108,경기도 안산시 단원구 ,2402
202109,경기도 안산시 단원구 ,2277
202110,경기도 안산시 단원구 ,2698
202111,경기도 안산시 단원구 ,4379
202112,경기도 안산시 단원구 ,460
202201,경기도 안산시 단원구 ,433
202202,경기도 안산시 단원구 ,465
202203,경기도 안산시 단원구 ,369
202204,경기도 안산시 단원구 ,348
202205,경기도 안산시 단원구 ,731
202206,경기도 안산시 단원구 ,1859
202207,경기도 안산시 단원구 ,594
