연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,3.4
60~69세,8.9,9.6
50~59세,10.2,11.8
40~49세,9.2,7.1
30~39세,7.9,6.4
20~29세,8.2,6.5
10~19세,3.4,2.8
