동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
2607,12050,기타가족,가정_장인_동서,미식,맛집_맥주_바나나
631,3736,학생,고딩_대학생_고3,레포츠/운동,낚시_캠핑_놀이동산
514,2078,배우자,아내_부인_남편,자연경관,계곡_동산_동굴
140,748,연인,애인_커플_여친,휴식/힐링,호캉스_나들이_힐링
88,391,회사동료,대리_임원_차장,문화예술,노래방_클럽_전시관
65,126,자녀,아들_딸_청소년,역사유적,다리_성당_한옥
45,78,부모님,장인어른_어머니_아버지,반려동물,유기견_유기동물_유기묘
9,13,싱글,싱글_혼자,체험,농촌체험_카약체험_수학여행
7,0,친구,지인_동창_친구,,
