연령대,남성방문 비율,여성방문 비율
70세 이상,4.6,3.1
60~69세,4.6,5.4
50~59세,5.5,5.1
40~49세,5.7,4.8
30~39세,5.3,2.7
20~29세,17.4,20.0
10~19세,8.2,7.2
