동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
7272,70301,기타가족,오빠_언니_가족,미식,라면_막국수_맛집
1628,26261,친구,친구_지인_동창,자연경관,계곡_바다_바닷가
700,3385,연인,애인_여자친구_커플,레포츠/운동,수영장_캠핑_글램핑
564,1508,부모님,아빠_외할머니_어머니,휴식/힐링,나들이_호캉스_신혼여행
350,964,회사동료,대리_동료_직원,문화예술,박물관_노래방_아쿠아리움
278,135,자녀,아들_딸_미성년자,반려동물,애견_펫_반려견
102,130,싱글,싱글_혼자,역사유적,기와집_종택_사찰
68,10,배우자,애아빠_와이프_아내,체험,수학여행_동물체험
33,0,학생,고딩_대학생_중딩,,
