유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 서초구 , 경기도 과천시,19.6,1
경기도 안양시 동안구 , 경기도 과천시,10.0,1
서울특별시 강남구 , 경기도 과천시,7.3,1
경기도 의왕시 , 경기도 과천시,5.9,1
서울특별시 관악구 , 경기도 과천시,5.2,1
서울특별시 동작구 , 경기도 과천시,3.9,1
경기도 성남시 분당구 , 경기도 과천시,3.1,1
서울특별시 송파구 , 경기도 과천시,2.7,1
경기도 화성시 , 경기도 과천시,2.3,1
경기도 군포시 , 경기도 과천시,2.0,1
경기도 안양시 만안구 , 경기도 과천시,2.0,1
경기도 시흥시 , 경기도 과천시,1.6,1
서울특별시 영등포구 , 경기도 과천시,1.4,1
경기도 용인시 기흥구 , 경기도 과천시,1.3,1
서울특별시 용산구 , 경기도 과천시,1.2,1
경기도 광명시 , 경기도 과천시,1.2,1
경기도 수원시 영통구 , 경기도 과천시,1.2,1
경기도 용인시 수지구 , 경기도 과천시,1.2,1
경기도 수원시 장안구 , 경기도 과천시,1.1,1
경기도 수원시 권선구 , 경기도 과천시,1.1,1
 경기도 과천시,경기도 안양시 동안구,18.2,2
 경기도 과천시,경기도 의왕시,16.0,2
 경기도 과천시,서울특별시 서초구,10.8,2
 경기도 과천시,서울특별시 강남구,8.3,2
 경기도 과천시,경기도 성남시 분당구,3.2,2
 경기도 과천시,서울특별시 송파구,2.4,2
 경기도 과천시,경기도 광명시,2.0,2
 경기도 과천시,서울특별시 중구,1.8,2
 경기도 과천시,경기도 안양시 만안구,1.6,2
 경기도 과천시,경기도 화성시,1.6,2
 경기도 과천시,서울특별시 용산구,1.5,2
 경기도 과천시,경기도 시흥시,1.5,2
 경기도 과천시,서울특별시 관악구,1.3,2
 경기도 과천시,경기도 군포시,1.3,2
 경기도 과천시,경기도 성남시 수정구,1.3,2
 경기도 과천시,서울특별시 영등포구,1.2,2
 경기도 과천시,서울특별시 동작구,1.1,2
 경기도 과천시,경기도 용인시 기흥구,1.0,2
 경기도 과천시,인천광역시 연수구,1.0,2
 경기도 과천시,경기도 수원시 장안구,1.0,2
