연령대,남성방문 비율,여성방문 비율
70세 이상,8.2,1.6
60~69세,8.1,10.2
50~59세,16.6,11.2
40~49세,12.9,7.8
30~39세,5.0,4.7
20~29세,5.1,1.9
10~19세,2.4,2.1
