동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,32,기타가족,오빠,자연경관,바닷가_바다_해변,도구해수욕장
1,5,친구,친구,미식,맛집_차_커피,도구해수욕장
0,4,,,레포츠/운동,캠핑_차박,도구해수욕장
