연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,3.9
60~69세,17.0,7.8
50~59세,14.2,13.5
40~49세,11.7,4.8
30~39세,7.0,3.0
20~29세,3.8,3.7
10~19세,2.6,2.3
