연령대,남성방문 비율,여성방문 비율
70세 이상,4.7,3.6
60~69세,12.0,9.0
50~59세,8.3,5.1
40~49세,8.0,3.2
30~39세,10.5,6.2
20~29세,22.3,2.6
10~19세,2.6,0.6
