기준연월,지역명,검색량(건)
202108,경상남도 합천군 ,924
202109,경상남도 합천군 ,988
202110,경상남도 합천군 ,1189
202111,경상남도 합천군 ,2040
202112,경상남도 합천군 ,223
202201,경상남도 합천군 ,201
202202,경상남도 합천군 ,157
202203,경상남도 합천군 ,129
202204,경상남도 합천군 ,170
202205,경상남도 합천군 ,318
202206,경상남도 합천군 ,297
202207,경상남도 합천군 ,320
