업종대분류명,업종중분류명,중분류 소비액
쇼핑업,면세점,4.2185643207E10
쇼핑업,관광기념품,1.343159818E9
쇼핑업,레저용품쇼핑,1.0421094518E11
쇼핑업,대형쇼핑몰,3.79326806054E11
숙박업,호텔,2.6588383022E10
숙박업,콘도,5.86017942E8
숙박업,캠핑장/펜션,5.18810932E8
숙박업,기타숙박,3.006991404E10
식음료업,식음료,7.72160528276E11
여가서비스업,관광유원시설,3.610301333E9
여가서비스업,골프장,6.6424731532E10
여가서비스업,기타레저,1.2009289942E10
여가서비스업,문화서비스,1.0422550171E10
여행업,여행업,3.7245989E8
운송업,수상운송,6.478457163E9
운송업,항공운송,1.7738895644E10
운송업,렌터카,4.34506594E8
운송업,육상운송,1.8519005E8
