유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경기도 , 인천광역시,68.4,1
서울특별시 , 인천광역시,29.6,1
충청남도 , 인천광역시,0.9,1
충청북도 , 인천광역시,0.3,1
강원도 , 인천광역시,0.3,1
경상북도 , 인천광역시,0.1,1
대전광역시 , 인천광역시,0.1,1
전라북도 , 인천광역시,0.1,1
세종특별자치시 , 인천광역시,0.1,1
전라남도 , 인천광역시,0.0,1
경상남도 , 인천광역시,0.0,1
대구광역시 , 인천광역시,0.0,1
부산광역시 , 인천광역시,0.0,1
광주광역시 , 인천광역시,0.0,1
울산광역시 , 인천광역시,0.0,1
제주특별자치도 , 인천광역시,0.0,1
 인천광역시,경기도,71.2,2
 인천광역시,서울특별시,24.5,2
 인천광역시,강원도,1.5,2
 인천광역시,충청남도,1.4,2
 인천광역시,충청북도,0.6,2
 인천광역시,전라북도,0.2,2
 인천광역시,대전광역시,0.1,2
 인천광역시,경상북도,0.1,2
 인천광역시,전라남도,0.1,2
 인천광역시,경상남도,0.1,2
 인천광역시,세종특별자치시,0.1,2
 인천광역시,부산광역시,0.1,2
 인천광역시,대구광역시,0.0,2
 인천광역시,광주광역시,0.0,2
 인천광역시,울산광역시,0.0,2
 인천광역시,제주특별자치도,0.0,2
