연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,1.8
60~69세,8.2,5.6
50~59세,10.5,9.2
40~49세,8.7,7.2
30~39세,9.3,7.6
20~29세,12.1,11.9
10~19세,2.3,2.1
