업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,4.186165E7
쇼핑업,레저용품쇼핑,1.4580817486E10
쇼핑업,대형쇼핑몰,3.989984218E9
숙박업,캠핑장/펜션,5.055725E7
숙박업,기타숙박,3.048522488E9
식음료업,식음료,5.1593006852E10
여가서비스업,골프장,5.42336235E9
여가서비스업,기타레저,1.251348711E9
여가서비스업,문화서비스,4.7298139E8
여가서비스업,관광유원시설,5.332337E8
여행업,여행업,200000.0
운송업,수상운송,1.527572E8
운송업,렌터카,1337000.0
운송업,육상운송,0.0
