순위,업소명,주소,분류,현지인 검색 수
1,ROAD1950,충남 당진시 매산로 170-0,카페/찻집,8972
2,맥도날드충남당진DT점,충남 당진시 서문1길 62-18,간이음식,5200
3,카페피어라,충남 당진시 합덕대덕로 502-24,카페/찻집,3244
4,스타벅스당진시곡DT점,충남 당진시 서해로 6281-0,카페/찻집,3193
5,해어름카페,충남 당진시 매산해변길 144-0,카페/찻집,2888
6,우렁이박사,충남 당진시 샛터로 7-1,한식,2438
7,면천창고,충남 당진시 군자길 16-1,카페/찻집,2297
8,스타벅스당진문예의전당점,충남 당진시 시청1로 78-0,카페/찻집,1900
9,카페로우,충남 당진시 남부로 453-32,카페/찻집,1808
9,하루가,충남 당진시 구봉로 101-98,한식,1808
11,포레스트,충남 당진시 벚꽃길 37-5,카페/찻집,1509
12,배가짬뽕[중식],충남 당진시 대덕1로1길 19-0,외국식,1450
13,식스어클락카페,충남 당진시 매산로 174-0,카페/찻집,1435
14,백소정당진시청점,충남 당진시 남부로 276-0,외국식,1072
15,버거킹당진읍내점,충남 당진시 당진중앙1로 95-0,간이음식,1061
16,신준호카페,충남 당진시 석문해안로 128-10,카페/찻집,1045
17,옹기촌,충남 당진시 무수동안길 13-0,한식,1026
18,면천가든,충남 당진시 동미로 56-0,한식,1000
19,장춘닭개장,충남 당진시 정안로 50-0,한식,922
20,아디스브라운,충남 당진시 아미로 643-0,카페/찻집,819
21,아리수밸리,충남 당진시 애미시길 6-0,한식,801
22,엘마노,충남 당진시 남부로 258-55,외국식,800
23,태균네횟집,충남 당진시 석문방조제로 1798-8,외국식,792
24,쿠우쿠우당진점,충남 당진시 대덕1로 125-132,외국식,748
25,백장골,충남 당진시 대덕1로 102-84,한식,729
26,백년손님서서갈비당진직영점,충남 당진시 원당로 64-0,한식,724
27,이화원[중식],충남 당진시 서해로 7135-0,외국식,721
28,빙빙반점[중식],충남 당진시 교동길 147-0,외국식,717
29,옹골네순대국,충남 당진시 장재길 6-0,간이음식,699
30,경원궁,충남 당진시 송산로 60-0,한식,682
31,산티아고,충남 당진시 원행정길 110-17,외국식,662
32,대들보[한식],충남 당진시 미락2안길 25-0,한식,658
33,서양진지,충남 당진시 반촌로 161-3,외국식,656
34,석문명가,충남 당진시 다리들길 19-0,한식,649
35,정대냉면,충남 당진시 반촌로 194-0,한식,645
36,금화왕돈까스당진점,충남 당진시 서해로 6260-0,외국식,641
37,삼대째손두부,충남 당진시 천변1길 224-10,한식,636
38,LOLO,충남 당진시 대덕로 237-0,카페/찻집,633
39,공원식당,충남 당진시 우강송산로 63-0,한식,617
40,해오름해물칼국수,충남 당진시 석문해안로 128-0,한식,613
41,보경이네,충남 당진시 삽교천3길 78-0,외국식,608
41,청록수산,충남 당진시 복운1길 30-1,외국식,608
