순위,업소명,주소,분류,합산 검색 수
1,ROAD1950,충남 당진시 매산로 170-0,카페/찻집,84107
2,해어름카페,충남 당진시 매산해변길 144-0,카페/찻집,39999
3,우렁이박사,충남 당진시 샛터로 7-1,한식,39459
4,카페피어라,충남 당진시 합덕대덕로 502-24,카페/찻집,21146
5,맥도날드충남당진DT점,충남 당진시 서문1길 62-18,간이음식,11929
6,스타벅스당진시곡DT점,충남 당진시 서해로 6281-0,카페/찻집,10066
7,식스어클락카페,충남 당진시 매산로 174-0,카페/찻집,7557
8,스타벅스당진문예의전당점,충남 당진시 시청1로 78-0,카페/찻집,6640
9,옛날우렁이식당,충남 당진시 서해로 7434-1,한식,6571
10,꽃게와꽃게집,충남 당진시 신복운로 173-1,한식,6540
11,빙빙반점[중식],충남 당진시 교동길 147-0,외국식,6367
12,카페로우,충남 당진시 남부로 453-32,카페/찻집,5739
13,장춘닭개장,충남 당진시 정안로 50-0,한식,5675
14,뚝방촌,충남 당진시 송산로 1105-16,한식,5250
15,서유기짬뽕[중식],충남 당진시 삽교천3길 60-0,외국식,5179
16,배가짬뽕[중식],충남 당진시 대덕1로1길 19-0,외국식,5033
17,면천창고,충남 당진시 군자길 16-1,카페/찻집,4986
18,신준호카페,충남 당진시 석문해안로 128-10,카페/찻집,4883
19,독일빵집,충남 당진시 밤절로 168-0,간이음식,4825
20,당진제일꽃게장,충남 당진시 백암로 246-0,외국식,4352
21,하루가,충남 당진시 구봉로 101-98,한식,4280
22,보경이네,충남 당진시 삽교천3길 78-0,외국식,4035
23,태균네횟집,충남 당진시 석문방조제로 1798-8,외국식,3210
24,손짜장동춘옥,충남 당진시 서해로 6294-0,기타음식,3135
25,대들보[한식],충남 당진시 미락2안길 25-0,한식,3029
26,해오름해물칼국수,충남 당진시 석문해안로 128-0,한식,2943
27,면천가든,충남 당진시 동미로 56-0,한식,2915
28,미당면옥,충남 당진시 합덕대덕로 502-22,한식,2776
29,포레스트,충남 당진시 벚꽃길 37-5,카페/찻집,2419
30,백소정당진시청점,충남 당진시 남부로 276-0,외국식,2417
31,버거킹당진읍내점,충남 당진시 당진중앙1로 95-0,간이음식,2350
32,이화원[중식],충남 당진시 서해로 7135-0,외국식,2335
33,청록수산,충남 당진시 복운1길 30-1,외국식,2288
34,민영이네횟집,충남 당진시 장고항로 341-0,외국식,2236
35,삼대째손두부,충남 당진시 천변1길 224-10,한식,2105
36,태봉정육점식당,충남 당진시 먹거리길 9-3,한식,2087
37,옛날우렁이식당당진3호점,충남 당진시 무수동1길 25-13,한식,2071
38,해뜨는집,충남 당진시 한진포구길 50-3,외국식,2060
39,LOLO,충남 당진시 대덕로 237-0,카페/찻집,1953
40,선창횟집,충남 당진시 한진포구길 61-2,외국식,1930
41,쿠우쿠우당진점,충남 당진시 대덕1로 125-132,외국식,1910
42,경원궁,충남 당진시 송산로 60-0,한식,1909
43,아디스브라운,충남 당진시 아미로 643-0,카페/찻집,1905
44,석문명가,충남 당진시 다리들길 19-0,한식,1896
44,아미여울,충남 당진시 남부로 848-0,한식,1896
46,초원콩국수,충남 당진시,간이음식,1875
47,바다다카페,충남 당진시 석문해안로 133-0,카페/찻집,1817
48,백년손님서서갈비당진직영점,충남 당진시 원당로 64-0,한식,1761
49,금화왕돈까스당진점,충남 당진시 서해로 6260-0,외국식,1744
50,옹기촌,충남 당진시 무수동안길 13-0,한식,1743
51,주희네칼국수,충남 당진시 유곡1길 21-10,한식,1727
52,맷돌포어민횟집,충남 당진시 독우물길 186-45,외국식,1717
53,아리수밸리,충남 당진시 애미시길 6-0,한식,1671
54,산티아고,충남 당진시 원행정길 110-17,외국식,1668
55,우강반점[중식],충남 당진시 합우로 354-0,외국식,1666
56,KFC당진점,충남 당진시 당진중앙2로 101-0,간이음식,1640
57,혜주네맛집,충남 당진시 맷돌포길 70-0,외국식,1620
58,석문손짜장마을[중식],충남 당진시 대호로 1561-1,외국식,1597
59,베리,충남 당진시 삽교천3길 89-0,카페/찻집,1595
60,정대냉면,충남 당진시 반촌로 194-0,한식,1574
61,공원식당,충남 당진시 우강송산로 63-0,한식,1538
62,더본감자탕,충남 당진시 무수동로 218-0,한식,1535
63,바다주,충남 당진시 용무치길 9-16,카페/찻집,1534
64,옹골네순대국,충남 당진시 장재길 6-0,간이음식,1526
65,장수옥설렁탕,충남 당진시 서해로 6298-1,한식,1524
66,대아우렁이식당,충남 당진시 서해로 7437-0,한식,1466
67,청해조개구이,충남 당진시 삽교천3길 20-0,외국식,1457
68,엘마노,충남 당진시 남부로 258-55,외국식,1451
69,방일해장국,충남 당진시 대섬길 10-0,한식,1429
70,진관삼거리식당,충남 당진시 항곡로 321-0,한식,1423
71,신흥우렁이전문식당,충남 당진시 원신당로 195-0,한식,1413
72,건하은칼국수,충남 당진시 먹거리길 120-28,한식,1412
73,홍익돈까스당진점,충남 당진시 원당로 41-0,외국식,1393
74,롯데리아당진점,충남 당진시 당진중앙1로 108-0,간이음식,1349
75,길목[한식],충남 당진시 덕평로 616-0,한식,1343
76,서양진지,충남 당진시 반촌로 161-3,외국식,1341
77,맛찬들왕소금구이당진점,충남 당진시 시청1로 39-0,한식,1331
78,사계절식당,충남 당진시 순성로 500-2,한식,1329
79,초원식당,충남 당진시 덕평로 535-0,간이음식,1299
80,태봉한우면옥,충남 당진시 반촌로 27-17,한식,1298
81,에이스식당,충남 당진시 면천서문1길 70-0,한식,1294
82,가마솥곰육,충남 당진시 신복운로2길 31-33,한식,1267
83,이종구항아리짬뽕[중식],충남 당진시 시청2로 8-0,외국식,1238
84,고메샤브,충남 당진시 시청1로 33-0,외국식,1237
85,도미노피자당진점,충남 당진시 무수동로 230-0,간이음식,1235
86,당진해나루정육식당,충남 당진시 대덕1로1길 8-32,한식,1227
87,미광다방,충남 당진시,카페/찻집,1219
88,롯데리아송악점,충남 당진시 신복운로7길 4-4,간이음식,1215
89,길몽본점,충남 당진시 당진시장길 115-0,한식,1206
90,게눈감추듯,충남 당진시 안섬포구길 24-4,외국식,1188
91,투썸플레이스당진기지시점,충남 당진시 틀모시로 762-0,카페/찻집,1183
92,할리스당진시청점,충남 당진시 시청2로 49-25,카페/찻집,1180
93,국밥부장관,충남 당진시 서정3길 12-0,한식,1168
94,옹기종기보리밥,충남 당진시 남부로 816-5,한식,1161
95,백장골,충남 당진시 대덕1로 102-84,한식,1140
96,SHWIM,충남 당진시 석문해안로 159-0,카페/찻집,1130
97,경원궁,충남 당진시 송산로 56-0,한식,1115
98,동우횟집,충남 당진시 한진포구길 24-3,외국식,1074
99,투썸플레이스당진시청점,충남 당진시 남부로 260-24,카페/찻집,1064
100,우렁이쌈밥촌,충남 당진시,기타음식,1059
