연령대,남성방문 비율,여성방문 비율
70세 이상,1.3,1.4
60~69세,3.1,3.7
50~59세,6.0,6.5
40~49세,8.1,7.6
30~39세,12.3,13.8
20~29세,12.7,17.9
10~19세,2.3,2.1
